Command,Shell,Exit code,User time (us),System time (us),Max RSS (Bytes),Page Reclaims,Page Faults,Voluntary Context Switches,Involuntary Context Switches,Wall clock (us)
"ls -lr","",0,700,3539,2015232,450,0,0,20,24526
"ls -lr","",0,702,4106,1900544,443,0,0,20,24489
"ls -lr","",0,720,4124,2129920,457,0,0,20,24303
"ls -lr","",0,709,2420,1867776,441,0,0,21,25186
"ls -lr","",0,725,4120,1949696,446,0,0,19,24495
"ls -lr","",0,701,4087,1949696,446,0,0,18,24393
"ls -lr","",0,701,2930,1851392,440,0,0,21,24772
"ls -lr","",0,693,4108,1949696,446,0,0,18,24336
"ls -lr","",0,712,3991,1949696,446,0,0,20,24456
"ls -lr","",0,714,4121,1949696,446,0,0,20,24297
"ls -lr","",0,704,3141,2146304,458,0,0,20,24652
"ls -lr","",0,692,3951,1949696,446,0,0,20,24179
"ls -lr","",0,741,4077,1867776,441,0,0,21,24333
"ls -lr","",0,682,4043,2146304,458,0,0,19,24523
"ls -lr","",0,672,3456,1949696,446,0,0,19,24522
"ls -lr","",0,745,4039,1900544,443,0,0,19,24857
"ls -lr","",0,717,4040,1900544,443,0,0,19,24466
"ls -lr","",0,705,3533,1687552,430,0,0,19,24494
"ls -lr","",0,669,4025,1949696,446,0,0,22,24593
"ls -lr","",0,706,4060,1982464,448,0,0,20,24475
"ls -lr","",0,705,3973,1867776,441,0,0,19,24539
"ls -lr","",0,714,4153,2146304,458,0,0,17,24323
"ls -lr","",0,729,4138,1933312,445,0,0,20,24449
"ls -lr","",0,668,3839,1949696,446,0,0,18,24653
"ls -lr","",0,702,4092,1884160,442,0,0,19,24741
"ls -lr","",0,724,3865,1867776,441,0,0,20,24275
"ls -lr","",0,719,4100,2146304,458,0,0,20,24668
"ls -lr","",0,711,3985,1949696,446,0,0,19,24656
"ls -lr","",0,708,4140,1949696,446,0,0,21,24637
"ls -lr","",0,695,3304,1802240,437,0,0,19,24761
"ls -lr","",0,634,3940,1867776,441,0,0,21,24234
"ls -lr","",0,745,2118,1982464,448,0,0,14,25431
"ls -lr","",0,759,4150,1867776,441,0,0,21,24477
"ls -lr","",0,717,4090,1949696,446,0,0,22,24620
"ls -lr","",0,720,4125,1949696,446,0,0,20,24659
"ls -lr","",0,741,3983,1687552,430,0,0,21,24419
"ls -lr","",0,724,4088,1867776,441,0,0,20,24244
"ls -lr","",0,747,3895,1654784,428,0,0,19,24536
